hour,dayofweek,char_count,total_words,num_exclaim,clean_text,target_reaction
0,6,128,27,0,awake now feeling a little less angry now shower is in use so i ll have to wait in line really not looking forward to work today,0
0,6,107,22,0,working on stupid spanish packets at 12 30 in the morning and im still not close to being done im soo tired,0
0,6,25,4,0,not rolling but revolving,0
0,6,91,20,3,david smells like ass and the fan is blowing my way eww we have 106 movies wow its late lol,0
0,6,123,25,1,3news co nz really need to up their game and bandwidth when it comes to streaming video we ll have to wait for the archives,0
0,6,92,23,0,woke up at 8 that does not count as a long lie may go back to sleep but it s so nice outside,0
0,6,74,16,0,doodoo faces are not cool ive been trying to get rid of mine for weeks now,0
0,6,121,26,0,my doggy got into a fight and her eye got punctured now shes so out of it and looks miserable i hope she gets better soon,0
0,6,74,16,0,i cant go to sleep till i know she is asleep her dementia is getting worse,0
0,6,91,22,2,i m so jealous i really do love her i wanted to see her show in vegas but never made it out,0
0,6,131,22,0,is there an application out there that s worse than lotus notes system resource hungry force quitting is its regular modus operandi,0
0,6,27,6,0,going to sleep with a frown,0
0,6,44,9,2,poor lily she hates getting ear drops put in,0
0,6,27,6,1,need a model by the morning,0
0,6,62,14,2,oh thanks you could of put spoiler alert i haven t seen it yet,0
0,6,125,27,0,thinks its wierd how the 1 person u count on 2 make things better only make things worse missin guichi amp amp can t go 2 bed,0
0,6,46,10,0,the last two minutes of that game was so sucky,0
0,6,60,12,0,morning all ooooh dear i think i am suffereing from wine flu,0
0,6,70,12,0,hoping megan is having a good birthday and wondering where everyone is,0
0,6,54,11,0,don t put pictures of pinkberry up it depresses me lol,0
0,6,116,22,1,has sore feet from running around all day but we did find a beautiful hairy frogfish today leander got a great photo,0
0,6,31,6,0,ordered gnome t from but expnsv,0
0,6,55,13,0,oh dear ive just pulled up to college and noone is in x,0
0,6,64,17,0,i am trying to add my frend to my msn and it dosen t let me work,0
0,6,78,19,0,i jus bought this phone a few weeks ago lol im 2 poor 2 go get another new one,0
0,6,62,12,1,i m having a really bad hair day looks like fucking candyfloss,0
0,6,9,2,0,ill again,0
0,6,74,18,1,i do the same thing but im such a deep sleeper that i never hear it go off,0
0,6,36,9,1,on my way to school oh well last day,0
0,6,94,19,2,hellla full from pho last ones to leave amp shit waiting for jill or someone to get me outside,0
0,6,78,20,1,you didn t wait til i got off work you have a lot of making up to do haha sigh,0
0,6,97,21,0,need to get up early to get to sf for flight to ny excited about going but really tired to travel,0
0,6,12,2,0,meeting time,0
0,6,43,10,0,i lt 3 it but muni gives me motion sickness,0
0,6,50,10,0,being sad about losing followers i be oh so boring,0
0,6,59,12,0,nite yalll leave something sweet for the am workin that 9 5,0
0,6,54,14,2,talaga o i didn t block you naman e i don t know hooow,0
0,6,34,9,0,sigh the last day as a 22 year old,0
0,6,80,19,2,i d love a tea boy sadly i fear you may be paid in buttons and old movie posters,0
0,6,67,13,0,doesnt like the rain hail and stormy weather in perth at the moment,0
0,6,41,7,0,good party hydrate im jealous and working,0
0,6,79,17,5,lol helooooooooo yuk i don t want to go to school 2morrow eeeew still can t see,0
0,6,78,17,1,shucks we ll miss you at the bon dance hope you can attend the ones after that,0
0,6,94,18,0,watching highlights of lakers nuggets game 2 on nba com quality of play is awesome miss my nba,0
0,6,50,14,0,i am is why i moved to new york it s the oak trees,0
0,6,121,25,1,toss turn think turn toss think toss think turn turn think toss repeat ugh go to bed brain and go away 24 hour tummy ache,0
0,6,118,20,3,in exam room reading chritian mortality bit explicit here haaaahaaaa wonder if well all fail german today lol miss 10q,0
0,6,85,16,0,sitting waiting to sit my recertification on prince2 what a fun way to spend a friday,0
0,6,120,26,0,look on the bright side at least it couldn t get any worse sounds like you had a crap night sorry hun what u doing today,0
0,6,89,19,1,i can t believe final exam is next week i don t even remember the subject on 1st semester,0
0,6,93,18,2,yea you are coming to canada just not anywhere near me thanks for including us in the contest,0
0,6,64,11,0,hannah montana blackberries make me afraid to go back to america,0
0,6,83,19,0,wish i had the day off today as well i m just in the grumpiest mood these days sigh,0
0,6,105,23,0,believe it or not i m way too old to be a junior apprentice apparently only those who are 16 17 can apply,0
0,6,56,12,0,me toooooo wish u were here did rico suave leave yet lol,0
0,6,94,20,1,yea i wanna get 1 any idea where that girl is in singapore i hope its not only available there,0
0,6,65,14,0,sorry i missed you forgot to log out of chat on my other computer,0
0,6,91,18,3,thats sad about the trees i lost about 4 evergreens here too they just died for some reason,0
0,6,91,18,0,5 hours once is ok but not everynight i m tired lol yayyyyyy holidays next week cooolio lol,0
0,6,30,8,0,but i like you the way you are,0
0,6,44,11,0,i m at denny s with the girls my tummy hurts,0
0,6,96,19,0,depressed finally got an iphone and there is an new one on the horizon this always happens to me,0
0,6,31,8,0,ahhh i know not fair i miss her,0
0,6,63,11,0,useful iphone app in case of an acccident unfortunately us only,0
0,6,121,25,0,yea i heard back when she made the crypic video on youtube broke my heart i started watching the dvds from season 1 6 now,0
0,6,87,20,0,and it seems secretary i wanted to talk to today and why i came in early isn t here yet,0
0,6,63,12,0,lol i called you today punk from alberts phone you didnt answer,0
0,6,8,2,0,very sad,0
0,6,119,26,0,nice start in the morning dead mouse in front of my window thx leon office cat i know now that you really don t like me,0
0,6,72,13,0,unfortunately there are not enough fans to make him as the american idol,0
0,6,12,2,0,not possible,0
0,6,62,13,0,i m sorry i shouldn t have said that about flight in northrend,0
0,6,84,17,0,have one lesson to teach and two meetings on the afternoon an easy day it is raining,0
0,6,90,22,0,i just had 2x asprins 2x de gas and 1x no doz plus tablets all at the same time will i die,0
0,6,65,12,0,known bug with custom themes that should have been fixed ages ago,0
0,6,37,9,0,i m a ray of sunshine and light today,0
0,6,77,22,3,pls don t make me go in my bed is too comfy i may cry if i have to leave it x,0
0,6,89,20,4,most of my friends are seeing tonight dang it why won t one of my fav bands come to perth,0
0,6,58,13,0,my brother just ran away so there s no one here now lonely,0
0,6,31,7,3,jajaja i just did that im sorry,0
0,6,76,17,0,and in what was left of it it was flat and shredded you could are kids bikes,0
0,6,68,15,1,i should be going i might be late i always get told off for lateness,0
0,6,133,26,0,i heard today that a number of pv job openings are not real most companies are waiting for the pv market to turn around before hiring,0
0,6,60,12,0,apple cinnamon cheerios at 12 00am a bad idea my tummy hurts,0
0,6,96,24,0,so tired i want to cry so sad i will i want my wendy i miss her so much sometimes i can t breath,0
0,6,133,28,0,pinned hair up last night luke i usually do when i want my natural curl to come out this morning it was a full on afro now candyfloss,0
0,6,89,18,0,y do ppl go round opening fences and letting dogs out just cuz theres barking in the area,0
0,6,51,11,0,so much for sleeping so exhausted but i can t sleep,0
0,6,63,15,0,i am very confusd i need some help i dont know what i should do,0
0,6,59,11,0,off to westminster soon time sheets to be done this morning,0
0,6,42,10,0,im way more stupid how could i be so blind,0
0,6,64,12,0,friday dash to the airport in peak hour sydney traffic rain pint,0
0,6,62,14,0,missed the prez s speech will try and catch it on c span later,0
0,6,116,23,3,later in one of our girl talk session we ll discuss hahahha eh tmorow lah girl talk session aftr tmoro no time alrdy,0
0,6,42,10,0,last day of year 11 today boswells 04 09 l,0
0,6,29,7,0,swine flu in aus too not good,0
0,6,115,27,2,didn t make it sad about it where did y all go after and why wasn t i called wouldve loved to claim y all in public,0
0,6,62,11,0,useful iphone app in case of an accident unfortunately us only,0
0,6,112,19,0,cool actually been thinking of doing a photography course myself just got to get this blasted diploma done first,0
0,6,124,29,0,why is it the same everytime i try and stop smoking get to 5th week and moods get so bad i have to give in may be same today,0
0,6,70,14,0,im sorryyyy wanna go to rhtc in tomorrow what time do you have netball,0
0,6,74,16,0,on the way to school dont feel well graphics today wee should be a laugh x,0
0,6,49,10,2,not feeling so good think i am getting sick again,0
0,6,16,4,0,ugh got the cold,0
0,6,77,15,0,working on birthdays is horrible i had to work on christmas day 2006 in japan,0
0,6,39,9,0,i miss egypt and the rest of the family,0
0,6,77,16,1,i hope you feel better lame you got sick at the beginning of our long weekend,0
0,6,94,19,0,omg glad to hear you re doing better hard to picture u in sucha shitty position life is random,0
0,6,75,15,0,i d like a specific mention please cause i m unique just like everyone else,0
0,6,70,14,0,retrying the win 7 burn because the computer failed to boot to the dvd,0
0,6,101,19,3,up and another day of school then the weekend whoo although il be stuck indoors studying for it boooo,0
0,6,121,24,1,it was some cheesy looking one sadly i am gonna make some hot sims this summer gotta upgrade my ram though only have 1gig,0
0,6,27,4,0,computer trouble again nooo,0
0,6,58,10,0,andyclemmensen damn it only works of it says somthing else,0
0,6,117,23,0,getting ready for bed i cant believe how late it is already and i work in a few hours that sucks goodnight everyoneee,0
0,6,24,6,0,is waiting to go to work,0
0,6,22,7,0,too bad i can t see it,0
0,6,85,17,0,shit i feel not well cos of this sorethroat i wanna lay back and drink something cold,0
0,6,12,2,0,doctors soon,0
0,6,121,28,0,i had so much enegry when i got off the bus and convinced myself i would go for a run then the sun decided to go to sleep,0
0,6,54,10,0,i seriously picked the wrong movie to watch before bed,0
0,6,101,20,0,socialmedia has a shelf life beyond which it can t survive life moves on people move on users move on,0
0,6,99,19,0,having a bad end to a bad week never going to be a great coder at this rate nevergonnamounttanuthin,0
0,6,84,18,0,trying to make me jelous with the shake n dog i never see the ashton and john tweets,0
0,6,53,10,0,had 4 things planned tonight an the all got cancelled,0
0,6,130,20,0,australian swine flu alert level raised from delay to contain after first confirmed human to human transmission on australian soil,0
0,6,13,3,0,uh oh sacking,0
0,6,127,11,0,its not really working andyclemmensen andyclemmensen andyclemmensen andyclemmensen andyclemmensen andyclemmensen andyclemmensen,0
0,6,48,11,1,umm they re nice why they aren t on your website,0
0,6,88,22,0,i am in love with my best friend who s on tour right now and i wont see him for 2 months,0
0,6,127,25,5,working on product catalogue the program suddenly close by itself i ve not yet save wanna throw my ibook no mood to do it again,0
0,6,95,18,1,watching the latest 90210 ep online also am in the hospital with my mom watching my grandpa die,0
0,6,32,8,0,i said sorry and i didnt mean it,0
0,6,70,12,0,after the elections and a boring ipl this twitter place looks deserted,0
0,6,90,21,1,then i m not gonna see you for another week sad day i had stuff to talk with you about too,0
0,6,31,6,0,long blog post about our meemaw,0
0,6,86,15,0,just saw the most disturbing thing ever tobias in his boy short swim trunks nightmares,0
0,6,77,21,0,oh no i have to be up in 6 hours screw sleep i m on vacation i do what i want,0
0,6,55,11,0,laying here awake should be sleeping but i miss my love,0
0,6,33,8,1,i fucked my toe up make it better,0
0,6,109,25,2,goooooooood morninnng it s 8 28 am and i m walking to college i feel so tired oh well only got 10 5 days left,0
0,6,81,18,0,what you mean they re bringing in a new yamster but i m fine with the current one,0
0,6,44,10,0,hi i m still working on a cold rainy evening,0
0,6,82,19,0,i need somebody to talk to but i pushed you away i just can t talk to someone else,0
0,6,18,3,0,doing re assigment,0
0,6,71,15,0,didn t manage to get a pair of converses on thailand will try in taiwan,0
0,6,31,6,0,had a waking nightmare not good,0
0,6,57,13,0,oh i was just trying to join in sorry but you statrted it,0
0,6,31,6,1,i cannot find my windows laptop,0
0,6,89,20,0,you always forget about me sad face you give me noo love j k lol you still my sweetie lol,0
0,6,94,25,0,well for a start i m in jl today i don t think they d appreciate it and i also don t own a hat,0
0,6,117,26,0,drank too much wine feel like the wives i miss the guys and want them to come home too wish i was out there with them,0
0,6,71,14,0,2nd place fail 2 out suckout that s poker thanks for hosting the league,0
0,6,24,4,0,probably not dear cousin,0
0,6,13,3,0,caut de munca,0
0,6,21,3,0,worlds worst headache,0
0,6,30,6,0,i just don t understand immuno,0
0,6,50,12,0,im afraid not boo lo siento it s only a day though,0
0,6,67,13,0,such a nice day today i also smell amazing apart from the hairspray,0
0,6,39,10,0,i m sick and i stayed at home today too,0
0,6,30,7,0,i don t wanna lost my birthday,0
0,6,105,21,2,in school all alone ct s off for report writing day and i have whole school ict assessment to think about,0
0,6,34,8,3,i m supposed to be in myrtle beach,0
0,6,134,28,0,having a break after a long day at work then get started on assign 2 for one of the uni subjects need to write 3000 words over weekend,0
0,6,79,15,0,watching notre dame de paris a good movie but too cheerless for children and me,0
0,6,23,5,0,today is an unlucky day,0
0,6,60,10,1,why can t i twitpic my amazzzingggg time with fischerspooner,0
0,6,10,3,0,not at all,0
0,6,80,16,0,got into the office early for a change only to find the coffee machine is broken,0
0,6,28,6,0,can t sleep head is pounding,0
0,6,67,18,0,yep p i will try and have a good day but have a feeling it won t be,0
0,6,62,12,0,couples usually want to fix each other and not sort things out,0
0,6,81,15,0,why does it feel exceptionally cold living in a house as compared to an apartment,0
0,6,38,9,2,stop saying uk i want to go back there,0
0,6,41,10,0,im too cranky to party i got sent home by,0
0,6,92,16,0,went shopping got new dress for engagement party and new booky wook not russel brands though,0
0,6,59,13,0,i was supposed to be in la this weekend but it got canceled,0
0,6,35,8,0,youre always having high tea i h8 u,0
0,6,31,7,0,my god i feel rubbish this morn,0
0,6,78,15,0,watching cory in the house and being extremly bored i can t sleep which stinks,0
0,6,68,15,0,thinking about it i feel so frustrated looking at him i feel so lt 3,0
0,6,129,23,0,bugger my phone died last night haven t yet been able to ressurect it will not be receiving texts phonecalls until further notice,0
0,6,64,17,0,i had a dream that amy got me an iphone i was sad when i woke up,0
0,6,87,19,0,oh no i can never write until the night time and by night i mean little guy asleep time,0
0,6,75,14,0,space shuttle atlantis is landing today woop might not see it as im working,0
0,6,32,4,0,is a complete failureeeeeeeeeeee,0
0,6,12,3,0,im soo short,0
0,6,77,17,1,i went to bed and thought i could sleep the night away i was wrong dead wrong,0
0,6,52,11,0,ohnoes athsma sucks i hope you feel better soon lt 3,0
0,6,96,20,0,could not afford autopsy isn t that the police s responsibility that s why i don t wanna go back,0
0,6,112,23,0,getting ready seeing a pulmonogist again hope i don t hv to stay in the hospital don t want to waste money there,0
0,6,42,7,0,not only interesting it is also disturbing,0
0,6,7,2,0,i dunno,0
0,6,28,6,0,awe my bamboo plant died lol,0
0,6,99,23,0,i m ok my eyes are a bit sore i m sure would be pleased that she had touched so many lives fordaisy,0
0,6,89,21,0,long day ahead 11 items left over from yesterday s to do list and i ve got mine to do too,0
0,6,55,13,0,i have bra issues today i hope i have not put on weight,0
0,6,28,6,0,home from vegas work all day,0
0,6,38,7,1,going out soon hahaha i miss yesterday,0
0,6,117,23,0,i really really really wanta ps3 i have a super old original playstation it sucks that they dont make more games 4 it,0
0,6,49,10,0,alright i can barely keep my eyes open must sleep,0
0,6,23,6,2,have to stay for a week,0
0,6,54,12,2,i was gonna come see you tonight can t anymore devo xo,0
0,6,29,6,0,has hospital and back to work,0
0,6,69,16,0,my parents and i are going to see her at the hospital on money so sad,0
0,6,38,8,0,shooting as in film or guns that sucks,0
0,6,30,7,0,it s gonna be a loooong summer,0
0,6,86,18,0,morning it s a working day for me i ve to catch up several hours of bugged programming,0
0,6,113,26,0,was it a good season this year i worked at copper mtn for a season back in 98 i think it was really miss the snow,0
0,6,119,21,1,compartment hidden by stacks of worksheets and file so much time to rummage through nampak sah got nothing better to do,0
0,6,75,18,0,omg i think i am going to legit cry when i sell my macbook its my baby haha,0
0,6,45,9,0,can t believe i missed out on ehist excursion,0
0,6,62,15,0,thx but the lakers lost but i did have fun and too much to eat,0
0,6,12,2,0,battery died,0
0,6,80,17,0,can t believe we have our first case of swine now my paranoia is acting up again,0
0,6,28,6,0,this place makes me feel ill,0
0,6,24,7,0,i tried to go to ur show,0
0,6,111,22,0,some important people were asking me about you today when it occurred to me that i don t really know your story,0
0,6,39,8,0,really didn t sleep v well feel rubbish,0
0,6,77,17,2,ok now really i am going to sleep tomorrow has the potential to be a long day,0
0,6,59,15,1,wish i was still with my babe but i had to go home and work,0
0,6,90,20,0,just joined your fc on there i ve been to your store plenty don t know how i overlooked it,0
0,6,5,1,2,rough,0
0,6,72,14,1,flash i had45 minutes sleep last night not good hows you this morning xx,0
0,6,42,8,0,so we re in gundagai no vodafone reception,0
0,6,39,8,0,missing the phone call wife drag me out,0
0,6,50,14,0,so tired but i cant sleep i have to get up at 5 30,0
0,6,38,7,0,hmmm watchinf futurama bored n sad lol,0
0,6,58,13,0,he likes jo who now likes him she didn t like him whatever,0
0,6,93,19,0,looking forward to heading home later on not liking the fact i have to be back here next week,0
0,6,32,6,0,aww whats wrong my boricua sista,0
0,6,88,19,0,foreall girlll wish u came to la lookin hot in ur new pix tho loves them bbm meeee xoxox,0
0,6,118,26,0,annoying innit my tickets are for march aswell now but it s on a monday so i can t go anymore really wanna see him tho,0
0,6,23,5,0,awww sorry to hear that,0
0,6,32,8,0,you gave me a life i never chose,0
0,6,43,10,0,is watching marley amp me so sad at the end,0
0,6,16,4,0,im sorry for you,0
0,6,97,14,0,landed heathrow finally in t1 wetherspoons having full english and strongbow mixed feelings today,0
0,6,84,15,1,i kept thinking yesterday was friday too most disappointed when i realised it wasn t,0
0,6,34,7,0,got into work 40 minutes early dam,0
0,6,63,13,0,ahhh got tennis in about a hour but my arms hurt soooooooo much,0
0,6,122,25,0,i was going to have my mandate come home with me but he decided to go home fun nightlife and cha cha cha afterwards though,0
0,6,129,27,0,i can t sleep people i like are annoyed with me it s not a comforting thought why doesn t anyone say anything i like to apologize,0
0,6,89,22,0,lol luv to party with u but u live on the other side of the world and i have to study cry,0
0,6,68,13,0,i had a long exhausting day apartment hunting and once again no luck,0
0,6,132,25,1,has a massive headache now for no particular reason hopefully i can ignore it amp finish my essay ahead of tonight s ice cream quest,0
0,6,17,5,0,i had a bad dream,0
0,6,62,14,2,maria pia i am very sad you did not make it we freaking rocked,0
0,6,55,11,0,still trying to figure out where the hell we went wrong,0
0,6,109,21,0,hauling my ass out of bed for my one day rotation yesterday s early start has confused my little brain though,0
0,6,107,23,1,you were so right i did beat that person to gelatin i should ve tweeted bobby but i just thought i had lost,0
0,6,82,17,0,back at work and back on twitter congrats to kris allen and too bad for the lakers,0
0,6,123,29,0,me too she usually is early and i think her computer was on when i got here but now it looks like it s locked or she s left,0
0,6,46,11,1,ugh that s a horrid photo i look like a muppet,0
0,6,104,22,0,nicki just hit me up she might be performing in orlando with gucci mane in july i probably won t be here,0
0,6,45,9,0,my internet went down no more super k tonight,0
0,6,81,15,1,ooo i love tsingtao my fave chinese restaurant served it but they have closed now,0
0,6,112,23,0,g nite everyone one more day at work 2 10 tomorrow wish me luck looking forward for my 3 day weekend whoot whoot,0
0,6,66,13,0,i m going to miss rit over the summer and more importantly someone,0
0,6,68,15,0,i meant for you to be included in that tweet but you is leaving soon,0
0,6,91,14,0,i need more podcasts even with platformbiased this week there wasn t enough recommendations,0
0,6,9,2,0,is greedy,0
0,6,132,28,0,i just woke up freakin out i dreamed my mommy was rushed to the hospital because of the fluid in her lungs and died now i m paranoid,0
0,6,93,21,0,very tiresome i appear to be getting a cold i have a sore throat this is bad exams in 2 weeks,0
0,6,116,24,0,she almost tripped over a caution sign in aisle 7 my hopes of sending her to an early grave were dashed all too soon,0
0,6,42,9,0,is up and not impressed with the weather x,0
0,6,123,22,2,rough day at work today difficult dogs munchkin had a play date tonight unfortunately she went home early with a tummy ache,0
0,6,19,4,0,fine dont come then,0
0,6,83,21,1,how about the eve of monday 8th i leave on the 9th but i ll be back don t you worry,0
0,6,16,3,1,awwwww why hunny,0
0,6,58,13,0,owie i have a cut on my finger stupid razor kiss it better,0
0,6,91,20,2,the man who rendered his voice to mickey mouse expired he was 62 years old i m a mickey fan,0
0,6,50,11,0,hungry why does the kitchen have to be so far away,0
0,6,128,24,1,yes finally finished with research now for that analytical reading oh boy lol so tired might just go 2 sleep g night twitterer s,0
0,6,128,29,0,reading a bit of dot robot before i start on the decorating supposed to be on a week off from work all i ve done so far is paint,0
0,6,129,26,1,never tweeted from my paper round before some little school kid just asked if i m the postman i think i broke his heart bless him,0
0,6,9,2,0,yea alone,0
0,6,119,27,1,well i know what i need 2 do and better do it quick cuz i think my metabolism slowed down a bit cant regress n2 da past,0
0,6,53,11,0,tgif for most stss shit there s still saturday for me,0
0,6,108,18,0,i guess eurovision wasn t ready for shiny trousers and girls with their bits amp pieces suggestively showing,0
0,6,110,22,0,doesn t get to see her first real beach this weekend oh well there are worse things in life especially in mine,0
0,6,23,4,1,shit check engine light,0
0,6,83,17,2,angry i missed the train and the next one was an hour later dont trust phone alarms,0
0,6,59,14,6,i really don t think i can afford to come this makes me sad,0
0,6,52,12,0,fuck i ate too much fucking foood this is why im fat,0
0,6,24,6,0,wishin i had a buzz also,0
0,6,14,3,0,off to shchool,0
0,6,99,23,0,i had to watch some porn because i m missing my man and well you get the rest of the story not good,0
0,6,52,11,1,the weather may not help you could go to the seaside,0
0,6,60,15,1,what don t tell me you don t like it what flavour do you eat,0
0,6,130,25,1,i cut myself this morning when shaving first time in i dont t even remember il felt like a beginner some wrong with the razorbalde,0
0,6,46,9,0,another answer i thought was fine is not sight,0
0,6,36,7,0,listenin to music can t really sleep,0
0,6,43,9,0,this withdrawl is horrible and i m so tired,0
0,6,83,17,0,we need to get ned to get us all tickets orrrrrr box seats lol whatevers easier lol,0
0,6,31,6,0,theres no openings where i live,0
0,6,43,11,0,its like 8 40 im tired iwana go back to bed,0
0,6,70,16,0,omg just woke up from crazy nightmares n now i can t get back to sleep,0
0,6,37,9,0,yeah but she s not in the latest film,0
0,6,97,19,2,michael bruno nice rap skills to kayne just saw a video from tonight wish i could have been there,0
0,6,52,9,0,somehow lost friday in between his massive work load,0
0,6,118,26,0,just saw the worse accident i ve physically ever seen 5 cars looked like the scene in 7lbs i hope the 2 upside 1s r ok,0
0,6,77,16,2,another fight with mum gahh my sister is a filthy hound dog i swear im hungry,0
0,6,28,7,0,ah sad no carina in sg world,0
0,6,119,22,1,just realized that i actually beat that person to gelatin by 3 minutes when did the contest for the offspring in studio,0
0,6,52,14,1,oh my don t let it be with my luck it would be twins,0
0,6,24,6,0,is up way too late again,0
0,6,96,24,0,no i haven t seen it yet but now i have to see it and omg that d be wickedly funny to watch haha,0
0,6,110,23,1,im thinking i will be there for a short time then perhaps heading down to bton im working til half ten tho boo,0
0,6,94,14,0,interesting livejournal homepage this morning have they been hacked as a 10th birthday present,0
0,6,97,19,0,i can t wait to read your review of terminator salvation i saw the trailer and it looked terrible,0
0,6,121,24,0,when are you headed to australia i m in insurance and would love to steal some of your wisdom and knowledge need a mentor,0
0,6,28,6,0,dont bully me cause im small,0
0,6,11,3,0,so damn hot,0
0,6,20,3,0,dreading todays exam,0
0,6,122,26,0,two steps forward one huge stumble back no more skating for a while i wish i had a better job and could afford to do stuff,0
0,6,104,25,0,because i got in a car wreck not doing so good in school and i dont kno what i what to do with my future,0
0,6,71,17,0,i can t believe you stayed in bed all night and didn t come to work lol,0
0,6,33,5,0,feels really ill today rrruuubish,0
0,6,77,18,0,i need a long sleep due to lack of sleeping urghh i wish i didnt have to work,0
0,6,99,20,0,finally got my diploma and transcript of records i wonder when i ll be going back to ust after this,0
0,6,22,4,0,getting ready for work,0
0,6,40,10,4,fuck u jack lol besides u wouldn t do it,0
0,6,131,27,0,hearing news that fuel is pushed back to june 2nd can anyone confirm i know europe was june 2 but now gstop says june 2 im confused,0
0,6,27,7,0,you re always eating i h8 u,0
0,6,20,5,5,fuck its not there 9,0
0,6,121,23,0,i hope it is betty i always liked her better but archie getting married also means no more of bitter sweet rivalry boring,0
0,6,84,18,1,met lady gaga today v cool chick off to brisbane yet again but last time for a month,0
0,6,124,23,0,anyone know which air carrier comes in from n djamena in chad poxy barracks phone just ringing out not impressed miss my bro,0
0,6,29,6,0,damn you and your teasing lol,0
0,6,125,27,1,congrats league doesn t start til june we won our pickup game 9 3 but lost a game of 3 hell afterwards i was on eric traister,0
0,6,25,6,0,aww thank you pain is bad,0
0,6,40,7,0,is dealing with another bout of insomnia,0
0,6,36,9,1,i m here am just about to start work,0
0,6,80,16,0,oh my valentina is going overseas in like three weeks what will i do without her,0
0,6,46,8,2,sooo shattered havent slept properly in a week,0
0,6,63,14,3,oooo lucky you i think i will fail chemistry but ill try not to,0
0,6,121,24,0,friday yeah 0 these f kin shingles are still killin boo however might be just about to purchase a nice new mtb frameset 0,0
0,6,60,14,0,oh no back pain is the pits lots of tea and sympathy from me,0
0,6,85,18,4,has been awake for an hour asw workmen have taken over the house go away i want sleep,0
0,6,53,12,0,but i m looking forward to terminator say it ain t so,0
0,6,14,3,0,broke the bank,0
0,6,125,26,0,wishes i could buy a new back at the supermarket yesterday we cleaned up the shed so today i have to pay man this is annoying,0
0,6,34,7,0,wish i didnt have to work tomorrow,0
0,6,93,14,0,absolutely positively frigging horrible weather outside and will be like that for the weekend,0
0,6,26,6,2,headache i m ready for bed,0
0,6,31,7,1,this weekend i am all by myself,0
0,6,87,18,0,hb is gone back camp hopefully for the last time this round waiting for him to book out,0
0,6,38,6,0,another power down drill tomorrow haih,0
0,6,23,5,0,i had a nightmare again,0
0,6,29,6,0,found owner of the iphone lol,0
0,6,25,4,1,lost one follower grrrrrr,0
0,6,24,6,1,oh eek doesn t sound fun,0
0,6,115,24,2,bloody trains late again 3 minutes to get to glasgow from here nae chance wish i d taken the bike lovely day for it,0
0,6,26,6,0,my brother doesn t love me,0
0,6,65,14,0,i think i m disgusted have we been blacklisted at bob s maybe not,0
0,6,55,14,1,eh sorry i might have but not sure if i know it by name,0
0,6,81,17,2,so what should i wear today i ve got a wardrobe full of nothing old woman problem,0
0,6,18,5,0,i need to go again,0
0,6,51,11,0,i m having a massive headache ouch gotta go now bye,0
0,6,37,7,0,ultrasound this morning i m so hungry,0
0,6,9,2,0,not happy,0
0,6,70,11,0,dunno whats gonna happen today at the english listening reeally scared,0
0,6,34,7,0,has the migraine from hell help me,0
0,6,44,10,0,wants to take a walk but knows that she cant,0
0,6,132,28,0,quot he s the reason for the teardrops on my guitar the only thing that keeps me wishing on a wishing star quot why doesnt he get it,0
0,6,13,4,0,u and me both,0
0,6,62,11,1,didn t get to watch sytycd tonight packing for europe tomorrow,0
0,6,131,24,1,looking forward to jean michel jarre tomorrow night but not to getting up at 4am for an early shift before our flight to manchester,0
0,6,48,10,2,one day is enough please stop it already or else,0
0,6,122,28,0,8 40 my day off work not slept much so fancied a lie in but some dick up my street decides to start revvin up his car grrr,0
0,6,20,4,0,adam should have won,0
0,6,36,6,0,shares ayaw magload ng mysandbox com,0
0,6,107,20,1,wtff is with all these random people adding me its getting annoying how i always have to frikken block them,0
0,6,93,20,3,grey s anatomy has ended must wait til next season boo so you think you can dance is back yay,0
0,6,55,13,1,i miss you girls long time no see wish i was there xoxo,0
0,6,126,31,1,but idk he like doesn t even want to be my friend cause i m trippin idk it s his fault and i can t handle it ughh i wanna move,0
0,6,26,3,0,project presentation today,0
0,6,25,6,1,my puppy ate my soft lens,0
0,6,23,7,0,it won t let me back in,0
0,6,0,1,0,"",0
0,6,98,21,0,look going to forks and lapush is an amazing idea is it not i wish was doing a concert in december,0
0,6,135,30,0,if there were two things that i hate the most in the whole world it would be hot needles in my eyes and fucking driving to l a sad face,0
0,6,80,17,4,omg lauren u watch gossip girl too haha nice too bad kris allen won and not adam,0
0,6,15,4,0,is back at work,0
0,6,120,24,0,seriously just threw up because i was coughing so hard i really really need to go see a doctor anyone have a good doctor,0
0,6,83,20,2,i wish i was there i m soooo sad you are not coming to greece i love you soooo much,0
0,6,14,4,0,sigh he s mean,0
0,6,86,18,0,just got her ipod touch stolen at her own pool why does this shit always happens to me,0
0,6,34,5,0,is babysitting the neighbours kids,0
0,6,10,2,0,head hurts,0
0,6,70,15,0,why do people have to lie and cheat when selling online i feel so used,0
0,6,17,4,2,why the sad tweet,0
0,6,49,11,1,school have a feeling it will be a bad day though,0
0,6,41,8,0,tired this morning must go to bed earlier,0
0,6,20,4,1,ugh my stomach hurts,0
0,6,109,23,7,have fun too bad vegas weren t the plans this weekend for me that would have been fun now go get stupid drunk,0
0,6,26,6,0,thanks babes i m so scared,0
0,6,60,13,0,you weren t counting on the big accident on the m27 were you,0
0,6,27,7,8,not in a good mood rite now,0
0,6,11,2,0,feelin down,0
